"customerid","Contract","MonthlyCharges","tenure","Churn","risk_segment"
"3346-BRMIS","Month-to-month","48.35","18","Yes","churned"
"3209-ZPKFI","Month-to-month","54.25","47","No","medium risk"
"6479-VDGRK","Two year","85.3","72","No","stable"
"9373-WSLOY","Month-to-month","50","33","No","medium risk"
"2933-FILNV","Month-to-month","24.4","2","Yes","churned"
"3569-JFODW","Two year","90.95","72","No","stable"
"9819-FBNSV","Month-to-month","72.25","37","No","medium risk"
"9544-PYPSJ","Month-to-month","96.1","62","No","medium risk"
"1591-XWLGB","Two year","19.85","71","No","stable"
"0396-UKGAI","Month-to-month","55.3","23","No","medium risk"
"3243-ZHOHY","One year","20.1","16","No","stable"
"5186-EJEGL","Month-to-month","69.5","9","No","medium risk"
"7527-QNRUS","Two year","25.15","17","No","stable"
"9986-BONCE","Month-to-month","20.95","4","Yes","churned"
"2722-JMONI","Month-to-month","49.55","1","Yes","churned"
"2203-GHNWN","Month-to-month","79.65","24","No","medium risk"
"3878-AVSOQ","Month-to-month","71.25","1","No","medium risk"
"3258-SYSWS","Two year","113.8","72","No","stable"
"5296-PSYVW","Two year","24.55","72","No","stable"
"6319-QSUSR","Month-to-month","19.7","11","No","medium risk"
"4083-EUGRJ","Month-to-month","20.25","9","Yes","churned"
"7579-OOPEC","Month-to-month","50.15","2","Yes","churned"
"0512-FLFDW","One year","100.5","60","No","stable"
"1771-OADNZ","Month-to-month","95.9","29","Yes","churned"
"0487-CRLZF","Two year","74.45","49","No","stable"
"2107-FBPTK","Month-to-month","104.1","30","No","medium risk"
"9451-WLYRI","One year","19.05","53","No","stable"
"8219-VYBVI","Two year","25","39","No","stable"
"1991-VOPLL","Month-to-month","19.05","9","No","medium risk"
"9738-QLWTP","One year","81.9","39","No","stable"
"1016-DJTSV","Month-to-month","69.7","8","No","medium risk"
"9419-IPPBE","One year","90.15","51","No","stable"
"0174-QRVVY","Two year","25.35","71","No","stable"
"5699-BNCAS","Two year","24.65","71","No","stable"
"2900-PHPLN","Two year","19.55","70","No","stable"
"0612-RTZZA","Month-to-month","25.25","1","Yes","churned"
"8106-GWQOK","Two year","60","38","No","stable"
"8751-EDEKA","Month-to-month","89.9","28","No","medium risk"
"6878-GGDWG","Month-to-month","19.4","32","No","medium risk"
"4039-PIMHX","Two year","49.8","49","No","stable"
"8450-LUGUK","Two year","24.1","37","No","stable"
"3604-WLABM","Month-to-month","54.25","10","No","medium risk"
"0795-GMVQO","One year","109.9","67","No","stable"
"2259-OUUSZ","One year","35.5","7","No","stable"
"1142-IHLOO","One year","87.55","51","No","stable"
"6410-LEFEN","Month-to-month","45.15","9","Yes","churned"
"4633-MKHYU","Month-to-month","88.4","9","No","high risk"
"6257-RJOHI","Month-to-month","50.8","4","No","medium risk"
"1545-JFUML","Two year","99","71","No","stable"
"3194-ORPIK","Month-to-month","84.4","50","Yes","churned"
"7826-VVKWT","Two year","96.55","24","No","stable"
"1353-GHZOS","One year","59.75","22","No","stable"
"2587-EKXTS","Month-to-month","111.5","44","No","medium risk"
"5442-BXVND","Month-to-month","24.25","33","No","medium risk"
"8816-VXNZD","Month-to-month","75.1","1","Yes","churned"
"9378-FXTIZ","One year","70.15","54","Yes","churned"
"1723-HKXJQ","Month-to-month","101.75","42","Yes","churned"
"7825-GKXMW","Month-to-month","45.8","1","Yes","churned"
"9753-OYLBX","Month-to-month","20.5","1","No","medium risk"
"2364-UFROM","One year","70.4","30","No","stable"
"6656-JWRQX","Month-to-month","30.55","1","No","medium risk"
"6473-ULUHT","Month-to-month","84.9","16","No","medium risk"
"1240-KNSEZ","Month-to-month","20.1","1","Yes","churned"
"0836-SEYLU","Month-to-month","40.65","9","Yes","churned"
"4433-JCGCG","Month-to-month","101","46","Yes","churned"
"3716-BDVDB","Month-to-month","69.1","1","Yes","churned"
"7688-AWMDX","Two year","54.5","71","No","stable"
"2842-BCQGE","Month-to-month","75.35","43","No","medium risk"
"7244-QWYHG","One year","44.45","50","No","stable"
"5899-MQZZL","Month-to-month","75","13","Yes","churned"
"6849-OYAMU","One year","100","19","Yes","churned"
"5312-UXESG","Month-to-month","98.05","41","No","medium risk"
"9488-HGMJH","Month-to-month","71.15","1","Yes","churned"
"6038-GCYEC","Month-to-month","54.15","24","Yes","churned"
"2150-WLKUW","One year","63.9","40","No","stable"
"7159-FVYPK","Month-to-month","69.15","3","No","medium risk"
"7032-LMBHI","One year","64.65","37","No","stable"
"1150-WFARN","Two year","108.75","67","Yes","churned"
"6088-BXMRG","Month-to-month","98.85","32","No","medium risk"
"3144-AUDBS","Month-to-month","49.15","6","Yes","churned"
"4821-SJHJV","Month-to-month","89.6","32","No","medium risk"
"7346-MEDWM","Month-to-month","83.25","59","No","medium risk"
"1137-DGOWI","One year","70.25","30","No","stable"
"5616-PRTNT","Month-to-month","19.4","20","Yes","churned"
"3812-LRZIR","Two year","24.5","27","No","stable"
"4818-QIUFN","Month-to-month","79.15","20","Yes","churned"
"9483-GCPWE","One year","20.1","9","No","stable"
"4227-OJHAL","One year","73","68","No","stable"
"9220-CXRSC","Two year","61.4","69","No","stable"
"4993-JCRGJ","Month-to-month","84.3","26","No","medium risk"
"9537-JALFH","Two year","19.9","69","No","stable"
"6698-OXETB","Two year","20.4","11","No","stable"
"2103-ZRXFN","Month-to-month","50.75","1","No","medium risk"
"3724-BSCVH","One year","20.45","10","No","stable"
"4877-TSOFF","One year","75.75","55","No","stable"
"9209-NWPGU","One year","65.4","44","No","stable"
"6961-VCPMC","Month-to-month","80.4","46","Yes","churned"
"7306-YDSOI","Two year","59.75","69","No","stable"
"5288-AHOUP","Month-to-month","78.5","11","No","medium risk"
"6688-UZPWD","Month-to-month","102","11","Yes","churned"
"0655-YDGFJ","Month-to-month","48.95","29","No","medium risk"
"8468-EHYJA","Month-to-month","99.65","57","No","medium risk"
"6823-SIDFQ","One year","18.25","28","No","stable"
"1097-FSPVW","Month-to-month","54.55","42","No","medium risk"
"2839-RFSQE","Month-to-month","20.65","2","Yes","churned"
"8328-SKJNO","One year","40.65","23","No","stable"
"7010-ZMVBF","Month-to-month","20.45","18","No","medium risk"
"5201-CBWYG","One year","24.8","62","No","stable"
"0968-GSIKN","Month-to-month","70.8","1","Yes","churned"
"1965-DDBWU","Month-to-month","89.05","16","Yes","churned"
"9057-SIHCH","Month-to-month","96.6","3","Yes","churned"
"6352-GIGGQ","One year","88.8","67","No","stable"
"3635-QQRQD","Two year","20.05","62","No","stable"
"6771-XWBDM","Month-to-month","104.5","57","Yes","churned"
"2897-DOVND","Month-to-month","69.8","2","No","medium risk"
"3082-YVEKW","Two year","77.15","23","No","stable"
"0191-EQUUH","Two year","35.05","25","No","stable"
"7134-HBPBS","Two year","108.1","72","No","stable"
"3489-HHPFY","Month-to-month","84.05","2","No","high risk"
"2926-JEJJC","One year","20.2","8","No","stable"
"8601-QACRS","Month-to-month","50.6","5","Yes","churned"
"4950-BDEUX","Month-to-month","49.2","35","No","medium risk"
"5789-LDFXO","One year","24.6","24","No","stable"
"0508-OOLTO","Month-to-month","71.65","2","No","medium risk"
"2984-TBYKU","Two year","104.9","72","No","stable"
"9822-WMWVG","Month-to-month","106.5","41","No","medium risk"
"2391-SOORI","Month-to-month","49.35","4","Yes","churned"
"9040-KZVWO","One year","75.5","26","No","stable"
"2645-QTLMB","Month-to-month","94.25","7","Yes","churned"
"4806-HIPDW","Month-to-month","68.95","1","Yes","churned"
"1548-ARAGG","Month-to-month","58.5","4","No","medium risk"
"6339-RZCBJ","Two year","78.9","48","No","stable"
"4424-TKOPW","Month-to-month","93.85","2","Yes","churned"
"4415-WNGVR","One year","79.2","12","No","stable"
"2522-AHJXR","Month-to-month","109.45","60","No","medium risk"
"0412-UCCNP","Two year","59.2","55","No","stable"
"1816-FLZDK","Month-to-month","29.15","1","No","medium risk"
"7096-UCLNH","Month-to-month","20.05","1","No","medium risk"
"8443-ZRDBZ","Month-to-month","76.05","4","Yes","churned"
"9136-ALYBR","Month-to-month","24.45","1","Yes","churned"
"4615-PIVVU","Two year","66.5","42","No","stable"
"8885-QSQBX","Month-to-month","49.55","1","No","medium risk"
"7479-NITWS","Month-to-month","89.35","7","Yes","churned"
"8617-ENBDS","Month-to-month","73.6","3","No","medium risk"
"9385-NXKDA","Two year","82.65","72","No","stable"
"0430-IHCDJ","Month-to-month","49","15","No","medium risk"
"2959-MJHIC","Month-to-month","80.35","4","Yes","churned"
"6674-KVJHG","One year","25.2","11","No","stable"
"1814-DKOLC","Month-to-month","25.45","5","No","medium risk"
"4201-JMNGR","Month-to-month","55.8","1","Yes","churned"
"9351-HXDMR","Two year","110.9","72","No","stable"
"3537-HPKQT","Month-to-month","77.75","55","No","medium risk"
"2129-ALKBS","Month-to-month","26.2","40","No","medium risk"
"5821-MMEIL","Two year","19.9","57","No","stable"
"5960-WPXQM","Month-to-month","79.05","1","Yes","churned"
"0684-AOSIH","Month-to-month","95","1","Yes","churned"
"8260-NGFNY","Month-to-month","25.2","1","Yes","churned"
"1309-XGFSN","One year","80.85","52","No","stable"
"1866-RZZQS","Month-to-month","98.4","41","Yes","churned"
"6968-URWQU","One year","56.35","43","No","stable"
"4742-TXUEX","Two year","19.3","47","No","stable"
"9631-XEYKE","Month-to-month","50.4","3","No","medium risk"
"8631-NBHFZ","Two year","79.4","66","Yes","churned"
"1335-MXCSE","Two year","55.25","55","No","stable"
"8873-TMKGR","One year","19.1","29","No","stable"
"8800-JOOCF","Month-to-month","84.05","12","No","medium risk"
"1469-LBJQJ","Month-to-month","105.2","66","No","medium risk"
"4958-XCBDQ","Month-to-month","101.4","35","Yes","churned"
"8337-UPOAQ","Month-to-month","89.8","10","Yes","churned"
"0064-YIJGF","Month-to-month","75.75","27","No","medium risk"
"2386-OWURY","Month-to-month","95.3","58","No","medium risk"
"1725-IQNIY","Two year","109.75","54","Yes","churned"
"0310-VQXAM","Month-to-month","19.85","9","No","medium risk"
"6598-RFFVI","One year","19.3","2","Yes","churned"
"3453-RTHJQ","Month-to-month","69.1","6","No","medium risk"
"6712-OAWRH","Month-to-month","91.25","26","Yes","churned"
"6278-FEPBZ","Month-to-month","20.25","9","No","medium risk"
"4280-DLSHD","Month-to-month","54.75","8","No","medium risk"
"1508-DFXCU","Month-to-month","81.45","12","No","medium risk"
"8614-VGMMV","Month-to-month","49.1","15","Yes","churned"
"7868-BGSZA","One year","80.2","43","No","stable"
"2800-QQUSO","Month-to-month","100.3","42","No","medium risk"
"2930-UOTMB","Month-to-month","65.25","31","Yes","churned"
"7973-DZRKH","Two year","90.95","66","No","stable"
"5914-DVBWJ","Month-to-month","85.45","18","Yes","churned"
"7698-YFGEZ","Month-to-month","20","1","No","medium risk"
"2533-QVMSK","Two year","94.1","61","Yes","churned"
"9773-PEQBZ","Month-to-month","79.85","10","No","medium risk"
"8644-XLFBW","Month-to-month","71.65","1","Yes","churned"
"0650-BWOZN","Month-to-month","73.55","18","No","medium risk"
"8625-AZYZY","Month-to-month","104.65","24","Yes","churned"
"7785-RDVIG","Month-to-month","19.3","3","No","medium risk"
"9602-WCXPI","One year","20.15","50","No","stable"
"2903-YYTBW","Month-to-month","44.55","1","No","medium risk"
"3620-MWJNE","Month-to-month","54.45","2","No","medium risk"
"8573-JGCZW","One year","19.65","17","No","stable"
"6837-HAEVO","Two year","105","69","No","stable"
"6701-YVNQG","Two year","88.7","72","No","stable"
"9306-CPCBC","Month-to-month","74.25","3","Yes","churned"
"4304-XUMGI","Two year","75.15","50","No","stable"
"9504-YAZWB","Two year","20.25","53","No","stable"
"8819-ZBYNA","Two year","109.1","58","No","stable"
"6174-NRBTZ","One year","30.75","46","No","stable"
"9481-IEBZY","Month-to-month","112.9","72","No","medium risk"
"1833-VGRUM","Month-to-month","74.2","1","Yes","churned"
"6137-NICCO","Month-to-month","94.05","6","No","high risk"
"9065-ZCPQX","Two year","78.85","72","No","stable"
"6402-EJMWF","Month-to-month","55.3","4","No","medium risk"
"3620-EHIMZ","Two year","19.35","52","No","stable"
"6870-ECSHE","One year","20.45","2","No","stable"
"8747-UDCOI","Two year","19.35","65","No","stable"
"8374-XGEJJ","Month-to-month","101","43","Yes","churned"
"2656-TABEH","Month-to-month","100.2","4","Yes","churned"
"6946-LMSQS","One year","89.05","25","Yes","churned"
"4626-OZDTJ","One year","78.65","51","No","stable"
"9169-BSVIN","Month-to-month","74.75","12","No","medium risk"
"2325-ZUSFD","One year","70.1","57","Yes","churned"
"8194-PEEBY","One year","19.9","24","No","stable"
"6872-HXFNF","One year","58.35","64","No","stable"
"3932-CMDTD","One year","105.65","4","Yes","churned"
"7714-YXSMB","Month-to-month","100.5","26","No","medium risk"
"8387-UGUSU","Month-to-month","20.05","15","No","medium risk"
"1080-BWSYE","Two year","25.65","64","No","stable"
"4039-HEUNW","Month-to-month","96.5","36","Yes","churned"
"1194-HVAIF","Month-to-month","95","27","No","medium risk"
"0812-WUPTB","Month-to-month","70.85","1","Yes","churned"
"3594-UVONA","One year","85.95","35","Yes","churned"
"0004-TLHLJ","Month-to-month","73.9","4","Yes","churned"
"1767-TGTKO","Month-to-month","45.45","8","No","medium risk"
"8439-LTUGF","Month-to-month","20","10","No","medium risk"
"8805-JNRAZ","Month-to-month","49.2","2","No","medium risk"
"5089-IFSDP","Two year","109.45","58","Yes","churned"
"6418-HNFED","Two year","83.25","51","No","stable"
"0206-OYVOC","Two year","19.25","46","No","stable"
"7291-CDTMJ","Month-to-month","19.65","1","No","medium risk"
"7128-GGCNO","Month-to-month","72.8","46","No","medium risk"
"0237-YFUTL","Month-to-month","109.65","50","No","medium risk"
"7691-KGKGP","Month-to-month","65","53","No","medium risk"
"6710-HSJRD","Month-to-month","114.1","61","No","medium risk"
"3675-EQOZA","Month-to-month","20.65","5","No","medium risk"
"0840-DCNZE","One year","86.95","47","No","stable"
"1732-FEKLD","One year","94.75","54","No","stable"
"9862-KJTYK","Month-to-month","25.35","19","No","medium risk"
"0479-HMSWA","Two year","105.45","26","No","stable"
"5854-KSRBJ","Two year","25.4","70","No","stable"
"0365-BZUWY","Month-to-month","102.55","17","No","medium risk"
"4817-VYYWS","Month-to-month","100.2","30","Yes","churned"
"5701-SVCWR","Month-to-month","24","1","No","medium risk"
"3129-AAQOU","Two year","25.6","19","No","stable"
"4922-CVPDX","Two year","73.5","26","No","stable"
"1396-QWFBJ","Month-to-month","74.05","21","Yes","churned"
"1357-BIJKI","One year","98.25","50","No","stable"
"1099-BTKWT","One year","54.4","68","No","stable"
"5299-SJCZT","Month-to-month","101.55","3","Yes","churned"
"2018-PZKMU","Month-to-month","103.1","9","No","high risk"
"7340-KEFQE","Two year","34.2","51","No","stable"
"4570-QHXHL","Month-to-month","43.75","9","No","medium risk"
"2403-BCASL","One year","111.95","41","Yes","churned"
"7392-YYPYJ","Month-to-month","100.65","22","No","medium risk"
"2898-LSJGD","One year","55.95","21","Yes","churned"
"2223-GDSHL","Two year","116.05","71","No","stable"
"7359-PTSXY","Month-to-month","45.75","1","Yes","churned"
"9470-RTWDV","One year","82","26","No","stable"
"2176-OSJUV","Two year","65.15","71","No","stable"
"9348-YVOMK","Month-to-month","44.8","4","No","medium risk"
"8104-OSKWT","Month-to-month","79.8","12","No","medium risk"
"4521-YEEHE","Month-to-month","88.85","18","No","medium risk"
"4090-KPJIP","Month-to-month","74.95","3","No","medium risk"
"3786-WOVKF","One year","106.85","72","No","stable"
"4503-BDXBD","Month-to-month","74.95","11","Yes","churned"
"6086-ESGRL","Month-to-month","80.15","1","Yes","churned"
"2592-HODOV","One year","19.3","13","No","stable"
"3886-CERTZ","One year","109.25","72","Yes","churned"
"7995-ZHHNZ","One year","56.1","42","No","stable"
"3824-RHKVR","Month-to-month","19.7","17","No","medium risk"
"5816-SCGFC","Month-to-month","51.3","7","No","medium risk"
"5989-AXPUC","Two year","118.6","68","No","stable"
"4979-HPRFL","Two year","24.15","56","No","stable"
"8590-OHDIW","One year","20.3","38","No","stable"
"8015-IHCGW","Two year","115.5","72","No","stable"
"2332-TODQS","One year","25.05","48","No","stable"
"9278-VZKCD","Month-to-month","109.1","52","No","medium risk"
"8008-OTEZX","One year","19.65","35","No","stable"
"2773-OVBPK","Two year","111.3","67","No","stable"
"5999-LCXAO","Month-to-month","29.9","1","No","medium risk"
"5206-XZZQI","Month-to-month","80.6","53","No","medium risk"
"4803-LBYPN","Month-to-month","20.8","34","No","medium risk"
"5759-RCVCB","Month-to-month","35.2","3","Yes","churned"
"6372-RFVNS","Month-to-month","78.8","1","Yes","churned"
"2139-FQHLM","Month-to-month","89.95","19","No","medium risk"
"8261-GWDBQ","Two year","116.05","60","No","stable"
"1093-YSWCA","Two year","19.55","11","No","stable"
"8938-UMKPI","Month-to-month","106.4","47","Yes","churned"
"0991-BRRFB","Month-to-month","49.4","18","Yes","churned"
"3882-IYOIJ","Two year","115.25","60","No","stable"
"8749-TZYEC","Two year","24.8","72","No","stable"
"1755-FZQEC","One year","19.9","39","No","stable"
"3115-JPJDD","One year","81.25","59","No","stable"
"5600-KTXFM","Month-to-month","69.95","2","No","medium risk"
"3871-IKPYH","Month-to-month","69.1","1","Yes","churned"
"6319-IEJWJ","Month-to-month","90.2","20","Yes","churned"
"9025-AOMKI","Month-to-month","93.55","6","Yes","churned"
"6339-TBELP","Two year","86.4","71","No","stable"
"7964-YESJC","Month-to-month","66.3","24","No","medium risk"
"6173-GOLSU","Month-to-month","94.65","67","No","medium risk"
