"customerid","gender","Contract","tenure","MonthlyCharges","PaymentMethod","risk_level"
"9115-YQHGA","Male","Month-to-month","40","51.1","Electronic check","Low/Medium Risk"
"3221-CJMSG","Male","Month-to-month","24","51.1","Credit card (automatic)","Low/Medium Risk"
"3733-ZEECP","Male","Month-to-month","22","51.1","Electronic check","Low/Medium Risk"
"1101-SSWAG","Female","Month-to-month","15","51.1","Electronic check","Low/Medium Risk"
"1596-OQSPS","Female","Month-to-month","11","51.1","Electronic check","Low/Medium Risk"
"1452-XRSJV","Female","Month-to-month","39","51.05","Credit card (automatic)","Low/Medium Risk"
"3181-VTHOE","Male","One year","70","51.05","Bank transfer (automatic)","Low/Medium Risk"
"4072-IPYLT","Female","Month-to-month","36","51.05","Credit card (automatic)","Low/Medium Risk"
"5315-CKEQK","Male","One year","28","51","Electronic check","Low/Medium Risk"
"4256-ZWTZI","Female","Month-to-month","5","51","Mailed check","Low/Medium Risk"
"9496-IVVRP","Female","Month-to-month","11","51","Bank transfer (automatic)","Low/Medium Risk"
"1094-BKOSX","Female","One year","45","51","Bank transfer (automatic)","Low/Medium Risk"
"7284-BUYEC","Female","Month-to-month","5","50.95","Credit card (automatic)","Low/Medium Risk"
"7351-MHQVU","Female","Month-to-month","6","50.95","Credit card (automatic)","Low/Medium Risk"
"1636-NTNCO","Male","Month-to-month","4","50.95","Credit card (automatic)","Low/Medium Risk"
"1834-ABKHQ","Female","One year","52","50.95","Bank transfer (automatic)","Low/Medium Risk"
"6629-LADHQ","Female","Month-to-month","2","50.95","Mailed check","Low/Medium Risk"
"3813-DHBBB","Male","Two year","67","50.95","Bank transfer (automatic)","Low/Medium Risk"
"5311-IHLEI","Male","Month-to-month","12","50.95","Bank transfer (automatic)","Low/Medium Risk"
"2959-EEXWB","Female","Month-to-month","45","50.9","Bank transfer (automatic)","Low/Medium Risk"
"5397-NSKQG","Male","Two year","67","50.9","Credit card (automatic)","Low/Medium Risk"
"5382-TEMLV","Male","Month-to-month","45","50.9","Bank transfer (automatic)","Low/Medium Risk"
"7054-ENNGU","Female","Month-to-month","9","50.85","Mailed check","Low/Medium Risk"
"0980-PVMRC","Female","Month-to-month","40","50.85","Electronic check","Low/Medium Risk"
"3315-IKYZQ","Male","One year","28","50.8","Mailed check","Low/Medium Risk"
"6257-RJOHI","Male","Month-to-month","4","50.8","Mailed check","Low/Medium Risk"
"8314-DPQHL","Male","One year","9","50.8","Mailed check","Low/Medium Risk"
"7794-JASDG","Male","Month-to-month","1","50.75","Mailed check","Low/Medium Risk"
"6537-OTKMY","Male","One year","15","50.75","Electronic check","Low/Medium Risk"
"2103-ZRXFN","Male","Month-to-month","1","50.75","Mailed check","Low/Medium Risk"
"6497-TILVL","Female","Month-to-month","7","50.7","Mailed check","Low/Medium Risk"
"6888-SBYAI","Male","Month-to-month","1","50.7","Mailed check","Low/Medium Risk"
"7339-POGZN","Female","Month-to-month","4","50.7","Electronic check","Low/Medium Risk"
"2405-LBMUW","Female","One year","61","50.7","Bank transfer (automatic)","Low/Medium Risk"
"5135-RDDQL","Female","Two year","63","50.65","Bank transfer (automatic)","Low/Medium Risk"
"4450-YOOHP","Female","Month-to-month","39","50.65","Credit card (automatic)","Low/Medium Risk"
"2582-FFFZR","Female","Month-to-month","22","50.6","Electronic check","Low/Medium Risk"
"7595-EHCDL","Male","Month-to-month","32","50.6","Credit card (automatic)","Low/Medium Risk"
"6778-JFCMK","Male","One year","24","50.6","Mailed check","Low/Medium Risk"
"0277-ORXQS","Male","Two year","66","50.55","Bank transfer (automatic)","Low/Medium Risk"
"0254-WWRKD","Female","One year","67","50.55","Credit card (automatic)","Low/Medium Risk"
"2338-BQEZT","Female","Month-to-month","55","50.55","Credit card (automatic)","Low/Medium Risk"
"8108-UXRQN","Female","Month-to-month","11","50.55","Electronic check","Low/Medium Risk"
"8587-XYZSF","Male","Two year","67","50.55","Bank transfer (automatic)","Low/Medium Risk"
"4130-MZLCC","Female","Month-to-month","5","50.55","Bank transfer (automatic)","Low/Medium Risk"
"7009-LGECI","Female","Month-to-month","4","50.55","Bank transfer (automatic)","Low/Medium Risk"
"5701-ZIKJE","Male","Month-to-month","13","50.55","Mailed check","Low/Medium Risk"
"1763-WQFUK","Male","Month-to-month","3","50.5","Mailed check","Low/Medium Risk"
"0523-VNGTF","Female","Month-to-month","52","50.5","Electronic check","Low/Medium Risk"
"8967-SZQAS","Female","Month-to-month","14","50.45","Electronic check","Low/Medium Risk"
"4023-RTIQM","Female","One year","31","50.4","Credit card (automatic)","Low/Medium Risk"
"9631-XEYKE","Male","Month-to-month","3","50.4","Bank transfer (automatic)","Low/Medium Risk"
"0980-FEXWF","Male","One year","26","50.35","Mailed check","Low/Medium Risk"
"0212-ISBBF","Female","Month-to-month","22","50.35","Electronic check","Low/Medium Risk"
"4011-ARPHK","Male","Month-to-month","27","50.35","Mailed check","Low/Medium Risk"
"0096-BXERS","Female","Month-to-month","6","50.35","Electronic check","Low/Medium Risk"
"1853-ARAAQ","Female","Month-to-month","26","50.35","Credit card (automatic)","Low/Medium Risk"
"0104-PPXDV","Male","One year","58","50.3","Credit card (automatic)","Low/Medium Risk"
"4316-XCSLJ","Male","Month-to-month","17","50.3","Mailed check","Low/Medium Risk"
"1848-LBZHY","Female","Month-to-month","7","50.3","Bank transfer (automatic)","Low/Medium Risk"
"5071-FBJFS","Female","Month-to-month","4","50.3","Electronic check","Low/Medium Risk"
"1310-QRITU","Female","Month-to-month","18","50.3","Electronic check","Low/Medium Risk"
"9992-UJOEL","Male","Month-to-month","2","50.3","Mailed check","Low/Medium Risk"
"5366-OBVMR","Female","Month-to-month","18","50.3","Mailed check","Low/Medium Risk"
"9693-XMUOB","Male","Month-to-month","59","50.25","Electronic check","Low/Medium Risk"
"5777-KJIRB","Female","One year","40","50.25","Mailed check","Low/Medium Risk"
"4026-SKKHW","Male","Month-to-month","3","50.25","Mailed check","Low/Medium Risk"
"7605-SNLQG","Female","Month-to-month","45","50.25","Credit card (automatic)","Low/Medium Risk"
"6844-DZKRF","Male","Month-to-month","2","50.2","Credit card (automatic)","Low/Medium Risk"
"1730-VFMWO","Female","Month-to-month","34","50.2","Bank transfer (automatic)","Low/Medium Risk"
"0298-XACET","Male","Two year","52","50.2","Mailed check","Low/Medium Risk"
"1247-QBVSH","Female","Month-to-month","43","50.2","Mailed check","Low/Medium Risk"
"8735-IJJEG","Male","Month-to-month","14","50.2","Credit card (automatic)","Low/Medium Risk"
"1845-ZLLIG","Male","Month-to-month","1","50.15","Mailed check","Low/Medium Risk"
"4422-QVIJA","Female","Month-to-month","35","50.15","Mailed check","Low/Medium Risk"
"3391-JSQEW","Male","Month-to-month","40","50.15","Mailed check","Low/Medium Risk"
"0440-QEXBZ","Female","Month-to-month","44","50.15","Mailed check","Low/Medium Risk"
"0374-AACSZ","Female","Month-to-month","1","50.15","Electronic check","Low/Medium Risk"
"2740-TVLFN","Male","Month-to-month","1","50.15","Electronic check","Low/Medium Risk"
"0929-HYQEW","Male","Month-to-month","3","50.15","Mailed check","Low/Medium Risk"
"1629-DQQVB","Female","Month-to-month","14","50.1","Bank transfer (automatic)","Low/Medium Risk"
"8344-WFMFH","Male","Month-to-month","9","50.1","Electronic check","Low/Medium Risk"
"0248-IPDFW","Female","Month-to-month","1","50.1","Electronic check","Low/Medium Risk"
"3097-IDVPU","Male","Month-to-month","19","50.1","Credit card (automatic)","Low/Medium Risk"
"3926-YZVVX","Female","One year","41","50.05","Bank transfer (automatic)","Low/Medium Risk"
"3606-SBKRY","Male","One year","31","50.05","Electronic check","Low/Medium Risk"
"1925-LFCZZ","Male","One year","55","50.05","Bank transfer (automatic)","Low/Medium Risk"
"8445-DNBAE","Male","Month-to-month","1","50.05","Electronic check","Low/Medium Risk"
"9375-MHRRS","Male","Month-to-month","6","50.05","Mailed check","Low/Medium Risk"
"4611-ANLQC","Female","One year","60","50.05","Electronic check","Low/Medium Risk"
"3794-NFNCH","Male","Month-to-month","30","50","Mailed check","Low/Medium Risk"
"9373-WSLOY","Male","Month-to-month","33","50","Electronic check","Low/Medium Risk"
"9830-ECLEN","Male","One year","58","50","Mailed check","Low/Medium Risk"
"5843-TTHGI","Female","Month-to-month","18","50","Mailed check","Low/Medium Risk"
"6705-LNMDD","Male","Month-to-month","20","50","Mailed check","Low/Medium Risk"
"1471-GIQKQ","Female","Month-to-month","1","49.95","Electronic check","Low/Medium Risk"
"4223-WOZCM","Male","Month-to-month","2","49.95","Mailed check","Low/Medium Risk"
"9763-GRSKD","Male","Month-to-month","13","49.95","Mailed check","Low/Medium Risk"
"5155-AZQPB","Female","Month-to-month","28","49.9","Mailed check","Low/Medium Risk"
"1453-RZFON","Female","Month-to-month","1","49.9","Mailed check","Low/Medium Risk"
"1536-HBSWP","Female","Month-to-month","1","49.9","Electronic check","Low/Medium Risk"
"1406-PUQVY","Male","Month-to-month","1","49.9","Electronic check","Low/Medium Risk"
"3621-CHYVB","Female","Month-to-month","57","49.9","Bank transfer (automatic)","Low/Medium Risk"
"1958-RNRKS","Male","Month-to-month","30","49.9","Electronic check","Low/Medium Risk"
"5651-WYIPH","Female","Month-to-month","18","49.85","Credit card (automatic)","Low/Medium Risk"
"7605-BDWDC","Female","Two year","31","49.85","Bank transfer (automatic)","Low/Medium Risk"
"9928-BZVLZ","Female","Two year","12","49.85","Mailed check","Low/Medium Risk"
"4353-HYOJD","Female","Month-to-month","27","49.85","Mailed check","Low/Medium Risk"
"7176-WIONM","Female","Month-to-month","12","49.85","Bank transfer (automatic)","Low/Medium Risk"
"8064-RAVOH","Male","Month-to-month","1","49.85","Electronic check","Low/Medium Risk"
"4312-GVYNH","Female","Two year","70","49.85","Bank transfer (automatic)","Low/Medium Risk"
"3566-CAAYU","Female","Two year","64","49.85","Electronic check","Low/Medium Risk"
"1100-DDVRV","Male","Month-to-month","17","49.8","Mailed check","Low/Medium Risk"
"4835-YSJMR","Male","Two year","39","49.8","Bank transfer (automatic)","Low/Medium Risk"
"8757-TFHHJ","Male","Month-to-month","1","49.8","Credit card (automatic)","Low/Medium Risk"
"4039-PIMHX","Male","Two year","49","49.8","Mailed check","Low/Medium Risk"
"7442-YGZFK","Male","Month-to-month","1","49.8","Credit card (automatic)","Low/Medium Risk"
"8148-BPLZQ","Male","Month-to-month","34","49.8","Electronic check","Low/Medium Risk"
"5445-GLVOT","Female","Month-to-month","22","49.8","Electronic check","Low/Medium Risk"
"7312-XSBAT","Male","Month-to-month","1","49.75","Electronic check","Low/Medium Risk"
"6075-QMNRR","Female","Month-to-month","52","49.75","Bank transfer (automatic)","Low/Medium Risk"
"3999-WRNGR","Female","Month-to-month","60","49.75","Electronic check","Low/Medium Risk"
"2843-CQMEG","Male","Month-to-month","24","49.7","Mailed check","Low/Medium Risk"
"1534-OULXE","Female","One year","61","49.7","Bank transfer (automatic)","Low/Medium Risk"
"7811-JIVPF","Female","Month-to-month","23","49.7","Credit card (automatic)","Low/Medium Risk"
"3521-MNKLV","Male","Month-to-month","24","49.7","Mailed check","Low/Medium Risk"
"2625-TRCZQ","Female","Month-to-month","51","49.65","Electronic check","Low/Medium Risk"
"7021-XSNYE","Male","Two year","7","49.65","Credit card (automatic)","Low/Medium Risk"
"1936-CZAKF","Male","Two year","49","49.65","Credit card (automatic)","Low/Medium Risk"
"4456-RHSNB","Female","Month-to-month","19","49.6","Bank transfer (automatic)","Low/Medium Risk"
"1208-NBVFH","Male","Month-to-month","20","49.6","Electronic check","Low/Medium Risk"
"3570-YUEKJ","Female","Month-to-month","42","49.55","Electronic check","Low/Medium Risk"
"8885-QSQBX","Female","Month-to-month","1","49.55","Bank transfer (automatic)","Low/Medium Risk"
"8865-TNMNX","Male","One year","10","49.55","Mailed check","Low/Medium Risk"
"3345-PBBFH","Male","Month-to-month","8","49.55","Bank transfer (automatic)","Low/Medium Risk"
"5600-PDUJF","Male","Month-to-month","6","49.5","Credit card (automatic)","Low/Medium Risk"
"3920-HIHMQ","Female","Month-to-month","26","49.5","Mailed check","Low/Medium Risk"
"4065-JJAVA","Female","Month-to-month","1","49.5","Electronic check","Low/Medium Risk"
"9000-PLFUZ","Female","Two year","60","49.45","Credit card (automatic)","Low/Medium Risk"
"3890-RTCMS","Male","Month-to-month","16","49.45","Mailed check","Low/Medium Risk"
"8050-WYBND","Female","One year","22","49.45","Credit card (automatic)","Low/Medium Risk"
"0489-WMEMG","Female","One year","23","49.45","Electronic check","Low/Medium Risk"
"0311-QYWSS","Female","Month-to-month","6","49.45","Electronic check","Low/Medium Risk"
"5498-IBWPI","Female","One year","66","49.4","Credit card (automatic)","Low/Medium Risk"
"5780-INQIK","Female","Month-to-month","8","49.4","Electronic check","Low/Medium Risk"
"2075-RMJIK","Female","Month-to-month","5","49.4","Mailed check","Low/Medium Risk"
"6789-HJBWG","Female","Month-to-month","12","49.4","Electronic check","Low/Medium Risk"
"4702-HDRKD","Male","One year","67","49.35","Bank transfer (automatic)","Low/Medium Risk"
"3716-UVSPD","Male","Month-to-month","1","49.3","Electronic check","Low/Medium Risk"
"2229-VWQJH","Female","Month-to-month","24","49.3","Credit card (automatic)","Low/Medium Risk"
"1456-TWCGB","Male","Month-to-month","4","49.25","Mailed check","Low/Medium Risk"
"5948-UJZLF","Male","Month-to-month","2","49.25","Mailed check","Low/Medium Risk"
"8124-NZVGJ","Female","One year","6","49.25","Mailed check","Low/Medium Risk"
"0423-UDIJQ","Male","Month-to-month","9","49.2","Mailed check","Low/Medium Risk"
"4926-UMJZD","Female","Month-to-month","31","49.2","Mailed check","Low/Medium Risk"
"8205-MQUGY","Male","Month-to-month","12","49.2","Electronic check","Low/Medium Risk"
"4950-BDEUX","Male","Month-to-month","35","49.2","Electronic check","Low/Medium Risk"
"2192-CKRLV","Female","Two year","72","49.2","Electronic check","Low/Medium Risk"
"8805-JNRAZ","Female","Month-to-month","2","49.2","Mailed check","Low/Medium Risk"
"9644-UMGQA","Male","Month-to-month","6","49.15","Electronic check","Low/Medium Risk"
"4429-WYGFR","Male","Month-to-month","26","49.15","Bank transfer (automatic)","Low/Medium Risk"
"4581-LNWUM","Female","Month-to-month","13","49.15","Electronic check","Low/Medium Risk"
"8791-GFXLZ","Male","Month-to-month","12","49.05","Bank transfer (automatic)","Low/Medium Risk"
"2273-QCKXA","Male","Month-to-month","1","49.05","Mailed check","Low/Medium Risk"
"6281-FKEWS","Female","One year","44","49.05","Electronic check","Low/Medium Risk"
"0430-IHCDJ","Male","Month-to-month","15","49","Electronic check","Low/Medium Risk"
"2607-FBDFF","Male","Month-to-month","1","49","Credit card (automatic)","Low/Medium Risk"
"1666-JZPZT","Male","Month-to-month","27","49","Mailed check","Low/Medium Risk"
"6937-GCDGQ","Male","One year","19","48.95","Bank transfer (automatic)","Low/Medium Risk"
"2720-FVBQP","Female","Month-to-month","6","48.95","Credit card (automatic)","Low/Medium Risk"
"0655-YDGFJ","Male","Month-to-month","29","48.95","Bank transfer (automatic)","Low/Medium Risk"
"1814-WFGVS","Male","Two year","72","48.9","Mailed check","Low/Medium Risk"
"9396-ZSFLL","Female","Month-to-month","15","48.85","Mailed check","Low/Medium Risk"
"9163-GHAYE","Female","Month-to-month","15","48.85","Electronic check","Low/Medium Risk"
"7742-MYPGI","Female","Month-to-month","6","48.8","Mailed check","Low/Medium Risk"
"7876-BEUTG","Female","Month-to-month","15","48.8","Mailed check","Low/Medium Risk"
"1376-HHBDV","Female","Month-to-month","30","48.8","Mailed check","Low/Medium Risk"
"1355-KUSBG","Female","Month-to-month","7","48.8","Electronic check","Low/Medium Risk"
"0997-YTLNY","Female","Month-to-month","19","48.8","Mailed check","Low/Medium Risk"
"0222-CNVPT","Male","Month-to-month","52","48.8","Credit card (automatic)","Low/Medium Risk"
"9097-ZUBYC","Male","Month-to-month","14","48.8","Bank transfer (automatic)","Low/Medium Risk"
"5207-PLSTK","Male","Month-to-month","1","48.75","Mailed check","Low/Medium Risk"
"2277-VWCNI","Female","Month-to-month","4","48.75","Mailed check","Low/Medium Risk"
"7599-NTMDP","Female","Two year","62","48.7","Bank transfer (automatic)","Low/Medium Risk"
"7801-CEDNV","Male","One year","27","48.7","Credit card (automatic)","Low/Medium Risk"
"5307-UVGNB","Female","Month-to-month","53","48.7","Bank transfer (automatic)","Low/Medium Risk"
"4468-YDOVK","Male","Month-to-month","5","48.65","Bank transfer (automatic)","Low/Medium Risk"
"7102-JJVTX","Female","One year","9","48.6","Mailed check","Low/Medium Risk"
"9752-ZNQUT","Female","Month-to-month","1","48.6","Electronic check","Low/Medium Risk"
"0623-GDISB","Female","Month-to-month","1","48.45","Bank transfer (automatic)","Low/Medium Risk"
"0848-SOMKO","Male","Two year","70","48.4","Bank transfer (automatic)","Low/Medium Risk"
